year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2018,10,24,USA,TROY,H,17,38,NA,2
2018,10,26,WVU,BAY,H,58,14,NA,2
2018,10,26,GASO,APP,H,34,14,NA,2
2018,10,26,OHIO,BALL,H,52,14,NA,2
2018,10,26,WMU,TOL,H,24,51,NA,2
2018,10,26,VT,GT,H,28,49,NA,2
2018,10,26,FAU,LT,H,13,21,NA,2
2018,10,27,UCLA,UTAH,H,10,41,NA,2
2018,10,27,BC,MIAMI,H,27,14,NA,2
2018,10,27,MINN,IND,H,38,31,NA,2
2018,10,27,CSU,WYO,H,21,34,NA,2
2018,10,27,FSU,CLEM,H,10,59,NA,2
2018,10,27,UGA,FLA,H,36,17,NA,2
2018,10,27,OKLA,KSU,H,51,14,NA,2
2018,10,27,MIZ,UK,H,14,15,NA,2
2018,10,27,CAL,WASH,H,12,10,NA,2
2018,10,27,PSU,IOWA,H,30,24,NA,2
2018,10,27,NW,WIS,H,31,17,NA,2
2018,10,27,HOU,USF,H,57,36,NA,2
2018,10,27,ARK,VAN,H,31,45,NA,2
2018,10,27,ISU,TTU,H,40,31,NA,2
2018,10,27,LOU,WAKE,H,35,56,NA,2
2018,10,27,UCONN,UMASS,H,17,22,NA,2
2018,10,27,EMU,ARMY,H,22,37,NA,2
2018,10,27,MSU,PUR,H,23,13,NA,2
2018,10,27,AKRON,CMU,H,17,10,NA,2
2018,10,27,NEB,BCU,H,45,9,NA,2
2018,10,27,UVA,UNC,H,31,21,NA,2
2018,10,27,CHAR,USM,H,20,17,NA,2
2018,10,27,GAST,CCU,H,34,37,NA,2
2018,10,27,KU,TCU,H,27,26,NA,2
2018,10,27,COLO,ORST,H,34,41,1,2
2018,10,27,USC,ASU,H,35,38,NA,2
2018,10,27,MD,ILL,H,63,33,NA,2
2018,10,27,PITT,DUKE,H,54,45,NA,2
2018,10,27,ODU,MTSU,H,17,51,NA,2
2018,10,27,BYU,NIU,H,6,7,NA,2
2018,10,27,SMU,CIN,H,20,26,1,2
2018,10,27,USU,UNM,H,61,19,NA,2
2018,10,27,UNT,RICE,H,41,17,NA,2
2018,10,27,SJSU,UNLV,H,50,37,NA,2
2018,10,28,NAVY,ND,H,22,44,NA,2
2018,10,28,OKST,TEX,H,38,35,NA,2
2018,10,28,STAN,WSU,H,38,41,NA,2
2018,10,28,MSST,TA&M,H,28,13,NA,2
2018,10,28,ARIZ,ORE,H,44,15,NA,2
2018,10,28,SYR,NCST,H,51,41,NA,2
2018,10,28,AFA,BSU,H,38,48,NA,2
2018,10,28,ULL,ARKST,H,47,43,NA,2
2018,10,28,TLSA,TULN,H,17,24,NA,2
2018,10,28,TXST,NMSU,H,27,20,NA,2
2018,10,28,UTEP,UAB,H,0,19,NA,2
2018,10,28,SC,TENN,H,27,24,NA,2
2018,10,28,WKU,FIU,H,17,38,NA,2
2018,10,28,FRES,HAW,H,50,20,NA,2
2018,10,28,NEV,SDSU,H,28,24,NA,2
2018,10,24,TROY,USA,V,38,17,NA,2
2018,10,26,BAY,WVU,V,14,58,NA,2
