year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2017,11,11,BRWN,DART,H,10,33,NA,2
2017,11,11,DAV,USD,H,7,63,NA,2
2017,11,11,MRST,MORE,H,38,31,NA,2
2017,11,11,MONM,WEBB,H,41,14,NA,2
2017,11,11,URI,NOVA,H,20,6,NA,2
2017,11,11,HARV,PENN,H,6,23,NA,2
2017,11,11,RMU,BRY,H,17,42,NA,2
2017,11,11,DUQ,CCSU,H,27,28,NA,2
2017,11,11,SFU,SHU,H,7,16,NA,2
2017,11,11,BUCK,GTWN,H,12,0,NA,2
2017,11,11,LAF,COLG,H,0,27,NA,2
2017,11,11,LEH,HC,H,34,21,NA,2
2017,11,11,EKY,PEAY,H,24,31,NA,2
2017,11,11,INST,WIU,H,0,45,NA,2
2017,11,11,PRIN,YALE,H,31,35,NA,2
2017,11,11,STON,WAG,H,38,10,NA,2
2017,11,11,JAC,STET,H,13,10,NA,2
2017,11,11,HOW,NSU,H,28,24,NA,2
2017,11,11,NCAT,SAV,H,36,17,NA,2
2017,11,11,BUT,VALP,H,28,36,NA,2
2017,11,11,CAMP,DRKE,H,10,45,NA,2
2017,11,11,SCST,HAMP,H,33,15,NA,2
2017,11,11,COR,CLMB,H,8,18,NA,2
2017,11,11,VMI,WOF,H,14,45,NA,2
2017,11,11,MURR,TNTC,H,31,21,NA,2
2017,11,11,W&M,TOWS,H,14,26,NA,2
2017,11,11,UNH,ELON,H,16,6,NA,2
2017,11,11,UND,EWU,H,14,21,NA,2
2017,11,11,SIU,YSU,H,20,28,NA,2
2017,11,11,FUR,CIT,H,56,20,NA,2
2017,11,11,WCU,MER,H,33,35,NA,2
2017,11,11,NCCU,BCU,H,10,13,NA,2
2017,11,11,DSU,MORG,H,33,30,NA,2
2017,11,11,AAMU,JKST,H,7,10,NA,2
2017,11,11,PVAM,UAPB,H,35,12,NA,2
2017,11,11,ALST,GRAM,H,7,24,NA,2
2017,11,11,HBU,LAM,H,16,23,NA,2
2017,11,11,MONT,UNCO,H,44,14,NA,2
2017,11,11,SDSU,ILST,H,27,24,1,2
2017,11,11,UTM,JVST,H,7,14,NA,2
2017,11,11,MOST,UNI,H,10,25,NA,2
2017,11,11,TNST,SEMO,H,23,20,NA,2
2017,11,11,ALCN,MVSU,H,59,0,NA,2
2017,11,11,ACU,SHSU,H,35,44,NA,2
2017,11,11,SAM,ETSU,H,42,7,NA,2
2017,11,11,NDSU,SDAK,H,49,14,NA,2
2017,11,11,KENN,CHSO,H,38,0,NA,2
2017,11,11,JMU,RICH,H,20,13,NA,2
2017,11,11,LIB,PRES,H,47,28,NA,2
2017,11,11,DEL,ALBY,H,22,3,NA,2
2017,11,11,UMASS,MAINE,H,44,31,NA,2
2017,11,11,SFA,NICH,H,13,34,NA,2
2017,11,11,PRST,WEB,H,17,63,NA,2
2017,11,11,TXSO,SOU,H,7,33,NA,2
2017,11,12,MCNS,NWST,H,44,24,NA,2
2017,11,12,IW,UCA,H,10,56,NA,2
2017,11,12,UCD,SUU,H,27,47,NA,2
2017,11,12,NAU,MTST,H,37,36,NA,2
2017,11,12,CP,SAC,H,14,49,NA,2
2017,11,11,DART,BRWN,V,33,10,NA,2
2017,11,11,USD,DAV,V,63,7,NA,2
2017,11,11,MORE,MRST,V,31,38,NA,2
2017,11,11,WEBB,MONM,V,14,41,NA,2
2017,11,11,NOVA,URI,V,6,20,NA,2
2017,11,11,PENN,HARV,V,23,6,NA,2
2017,11,11,BRY,RMU,V,42,17,NA,2
2017,11,11,CCSU,DUQ,V,28,27,NA,2
2017,11,11,SHU,SFU,V,16,7,NA,2
2017,11,11,GTWN,BUCK,V,0,12,NA,2
2017,11,11,COLG,LAF,V,27,0,NA,2
2017,11,11,HC,LEH,V,21,34,NA,2
2017,11,11,PEAY,EKY,V,31,24,NA,2
2017,11,11,WIU,INST,V,45,0,NA,2
2017,11,11,YALE,PRIN,V,35,31,NA,2
2017,11,11,WAG,STON,V,10,38,NA,2
2017,11,11,STET,JAC,V,10,13,NA,2
2017,11,11,NSU,HOW,V,24,28,NA,2
2017,11,11,SAV,NCAT,V,17,36,NA,2
2017,11,11,VALP,BUT,V,36,28,NA,2
2017,11,11,DRKE,CAMP,V,45,10,NA,2
2017,11,11,HAMP,SCST,V,15,33,NA,2
2017,11,11,CLMB,COR,V,18,8,NA,2
2017,11,11,WOF,VMI,V,45,14,NA,2
2017,11,11,TNTC,MURR,V,21,31,NA,2
2017,11,11,TOWS,W&M,V,26,14,NA,2
2017,11,11,ELON,UNH,V,6,16,NA,2
