year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2017,9,29,FAMU,NCCU,H,14,21,NA,2
2017,9,30,PENN,DART,H,13,16,NA,2
2017,9,30,TXSO,ALCN,H,17,24,NA,2
2017,9,30,LOU,MURR,H,55,10,NA,2
2017,9,30,DAY,USD,H,7,23,NA,2
2017,9,30,PRIN,CLMB,H,24,28,NA,2
2017,9,30,BUT,DRKE,H,16,27,NA,2
2017,9,30,DAV,MRST,H,9,31,NA,2
2017,9,30,FUR,ETSU,H,56,35,NA,2
2017,9,30,JAC,GUI,H,56,21,NA,2
2017,9,30,HC,LAF,H,7,10,NA,2
2017,9,30,COR,COLG,H,7,21,NA,2
2017,9,30,GTWN,HARV,H,2,41,NA,2
2017,9,30,NDSU,MOST,H,38,11,NA,2
2017,9,30,ELON,ALBY,H,6,0,NA,2
2017,9,30,CAMP,MORE,H,38,0,NA,2
2017,9,30,VALP,STET,H,27,24,NA,2
2017,9,30,SAM,CIT,H,35,14,NA,2
2017,9,30,AAMU,UAPB,H,27,14,NA,2
2017,9,30,KENN,NGR,H,38,34,NA,2
2017,9,30,MTST,WEB,H,17,25,NA,2
2017,9,30,DEL,JMU,H,10,20,NA,2
2017,9,30,WIU,SDAK,H,33,38,NA,2
2017,9,30,MER,VMI,H,49,14,NA,2
2017,9,30,BCU,SAV,H,24,12,NA,2
2017,9,30,CLK,GRAM,H,20,31,NA,2
2017,9,30,IDST,CP,H,38,34,NA,2
2017,9,30,EWU,SAC,H,52,31,NA,2
2017,9,30,PRST,MONT,H,33,45,NA,2
2017,9,30,SHU,CCSU,H,15,26,NA,2
2017,9,30,PVAM,JKST,H,38,9,NA,2
2017,9,30,SCST,NCAT,H,7,21,NA,2
2017,9,30,CHAT,WCU,H,7,45,NA,2
2017,9,30,WAG,LEH,H,37,20,NA,2
2017,9,30,FOR,YALE,H,10,41,NA,2
2017,9,30,CHSO,MVSU,H,58,7,NA,2
2017,9,30,LIB,SFU,H,7,13,NA,2
2017,9,30,BUCK,MONM,H,13,35,NA,2
2017,9,30,UNH,BRY,H,45,17,NA,2
2017,9,30,W&M,STON,H,18,21,NA,2
2017,9,30,TOWS,NOVA,H,9,24,NA,2
2017,9,30,NAU,UNCO,H,48,20,NA,2
2017,9,30,BRWN,URI,H,24,21,NA,2
2017,9,30,PRES,WOF,H,7,31,NA,2
2017,9,30,YSU,SDSU,H,19,7,NA,2
2017,9,30,TNST,EIU,H,16,19,2,2
2017,9,30,SIU,UNI,H,17,24,NA,2
