year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2017,12,2,WOF,FUR,H,28,10,NA,2
2017,12,2,JMU,STON,H,26,7,NA,2
2017,12,2,JVST,KENN,H,7,17,NA,2
2017,12,2,SDSU,UNI,H,37,22,NA,2
2017,12,2,SHSU,SDAK,H,54,42,NA,2
2017,12,2,UCA,UNH,H,15,21,NA,2
2017,12,2,NDSU,USD,H,38,3,NA,2
2017,12,2,GRAM,ALCN,H,40,32,NA,2
2017,12,3,SUU,WEB,H,13,30,NA,2
2017,12,2,FUR,WOF,V,10,28,NA,2
2017,12,2,STON,JMU,V,7,26,NA,2
2017,12,2,KENN,JVST,V,17,7,NA,2
2017,12,2,UNI,SDSU,V,22,37,NA,2
2017,12,2,SDAK,SHSU,V,42,54,NA,2
2017,12,2,UNH,UCA,V,21,15,NA,2
2017,12,2,USD,NDSU,V,3,38,NA,2
2017,12,2,ALCN,GRAM,V,32,40,NA,2
2017,12,3,WEB,SUU,V,30,13,NA,2
