0,Saint Francis (PA)
Dayton,Robert Morris
Villanova,Lehigh
Youngstown St.,Pittsburgh
Portland St.,Oregon St.
VMI,Air Force
Valparaiso,Montana
Lafayette,Monmouth
Mercer,Bryant
Mississippi Val.,North Dakota St.
William & Mary,Virginia
Alabama A&M,0
Eastern Wash.,Texas Tech
Charleston So.,Mississippi St.
0,Northern Colo.
0,San Diego
0,Norfolk St.
0,The Citadel
Furman,Wofford
Marist,Bucknell
N.C. A&T,Gardner-Webb
Stetson,Sacred Heart
Morgan St.,Towson
N.C. Central,Duke
James Madison,East Carolina
Albany (NY),Old Dominion
Central Ark.,Kansas St.
Montana St.,Washington St.
Northwestern St.,Louisiana Tech
Lamar University,North Texas
Eastern Ky.,Western Ky.
Southeastern La.,Louisiana
Houston Baptist,Texas St.
Liberty,Baylor
Southeast Mo. St.,Kansas
South Dakota,Drake
SFA,SMU
Hampton,Ohio
0,ETSU
0,Alcorn
0,Davidson
0,Ark.-Pine Bluff
Cal Poly,San Jose St.
Butler,Illinois St.
0,Weber St.
Grambling,Tulane
Abilene Christian,New Mexico
Jackson St.,TCU
UNI,Iowa St.
0,Alabama St.
Southern Utah,Oregon
UC Davis,South Dakota St.
Howard,UNLV
Incarnate Word,Fresno St.
Northern Ariz.,Arizona
Western Caro.,Hawaii
South Carolina St.,Southern U.
Samford,0
Prairie View,Sam Houston St.
Utah St.,Idaho St.
Texas Southern,Houston Baptist
Hampton,Delaware St.
FIU,Alcorn
Virginia Tech,Delaware
Tennessee,Indiana St.
Kentucky,Eastern Ky.
Ole Miss,UT Martin
Maryland,Towson
Presbyterian,The Citadel
Central Conn. St.,Fordham
Saint Francis (PA),Wagner
Bucknell,Holy Cross
Georgia Tech,Jacksonville St.
Dayton,Southeast Mo. St.
Furman,Elon
Monmouth,Lehigh
Rhode Island,Stony Brook
Colgate,Richmond
Morgan St.,Albany (NY)
Marist,Stetson
VMI,0
Valparaiso,Duquesne
Youngstown St.,Robert Morris
Maine,Bryant
Temple,Villanova
Appalachian St.,Savannah St.
Colorado St.,Abilene Christian
Miami (OH),Austin Peay
Northern Ill.,Eastern Ill.
Kent St.,Howard
Wyoming,Gardner-Webb
Ga. Southern,New Hampshire
Vanderbilt,Alabama A&M
Mercer,Wofford
Eastern Wash.,North Dakota St.
North Dakota,Missouri St.
UNI,Cal Poly
California,Weber St.
Troy,Alabama St.
Bowling Green,South Dakota
Western Caro.,Davidson
N.C. A&T,0
N.C. Central,0
0,Butler
Lafayette,Sacred Heart
Campbell,Georgetown
Norfolk St.,William & Mary
Liberty,Morehead St.
James Madison,ETSU
0,Ark.-Pine Bluff
Washington,Montana
LSU,Chattanooga
Southern Miss.,Southern U.
Texas A&M,Nicholls St.
Kennesaw St.,Tennessee Tech
SFA,Southern Utah
Northern Ariz.,Western Ill.
Southern Ill.,Mississippi Val.
Drake,0
McNeese,0
Grambling,Northwestern St.
Jackson St.,Tennessee St.
Murray St.,Central Ark.
Montana St.,South Dakota St.
Lamar University,0
Southeastern La.,Bethune-Cookman
Sacramento St.,Incarnate Word
UC Davis,San Diego
0,Samford
Sam Houston St.,Prairie View
Idaho St.,Utah St.
Houston Baptist,Texas Southern
Delaware St.,Hampton
Alcorn,FIU
Delaware,Virginia Tech
Indiana St.,Tennessee
Eastern Ky.,Kentucky
UT Martin,Ole Miss
Towson,Maryland
The Citadel,Presbyterian
Fordham,Central Conn. St.
Wagner,Saint Francis (PA)
Holy Cross,Bucknell
Jacksonville St.,Georgia Tech
Southeast Mo. St.,Dayton
Elon,Furman
Lehigh,Monmouth
Stony Brook,Rhode Island
Richmond,Colgate
Albany (NY),Morgan St.
Stetson,Marist
0,VMI
Duquesne,Valparaiso
Robert Morris,Youngstown St.
Bryant,Maine
Villanova,Temple
Savannah St.,Appalachian St.
Abilene Christian,Colorado St.
Austin Peay,Miami (OH)
Eastern Ill.,Northern Ill.
Howard,Kent St.
Gardner-Webb,Wyoming
New Hampshire,Ga. Southern
Alabama A&M,Vanderbilt
Wofford,Mercer
North Dakota St.,Eastern Wash.
Missouri St.,North Dakota
Cal Poly,UNI
Weber St.,California
Alabama St.,Troy
South Dakota,Bowling Green
Davidson,Western Caro.
0,N.C. A&T
0,N.C. Central
Butler,0
Sacred Heart,Lafayette
Georgetown,Campbell
William & Mary,Norfolk St.
Morehead St.,Liberty
ETSU,James Madison
Ark.-Pine Bluff,0
Montana,Washington
Chattanooga,LSU
Southern U.,Southern Miss.
Nicholls St.,Texas A&M
Tennessee Tech,Kennesaw St.
Southern Utah,SFA
Western Ill.,Northern Ariz.
Mississippi Val.,Southern Ill.
0,Drake
0,McNeese
Northwestern St.,Grambling
Tennessee St.,Jackson St.
Central Ark.,Murray St.
South Dakota St.,Montana St.
0,Lamar University
Bethune-Cookman,Southeastern La.
Incarnate Word,Sacramento St.
San Diego,UC Davis
Georgia,Samford
UTSA,Southern U.
0,Ark.-Pine Bluff
South Ala.,Alabama A&M
Nevada,Idaho St.
Albany (NY),Monmouth
Presbyterian,Campbell
Saint Francis (PA),Towson
South Dakota St.,Drake
Southeast Mo. St.,Southern Ill.
Davidson,0
Alcorn,McNeese
SFA,Incarnate Word
Austin Peay,Morehead St.
Grambling,Jackson St.
Abilene Christian,Houston Baptist
Northwestern St.,Lamar University
Nicholls St.,Prairie View
Southern Utah,UNI
Alabama St.,Kennesaw St.
Central Ark.,Southeastern La.
Sacramento St.,Weber St.
Auburn,Mercer
West Virginia,Delaware St.
Princeton,San Diego
Jacksonville,0
North Carolina St.,Furman
Lehigh,Yale
Brown,Bryant
Dayton,Duquesne
Columbia,Wagner
Georgetown,Marist
ETSU,The Citadel
Penn,0
Rhode Island,Harvard
Fordham,Eastern Wash.
Holy Cross,New Hampshire
Youngstown St.,Central Conn. St.
South Carolina St.,0
0,Valparaiso
Colorado,Northern Colo.
Richmond,Howard
Eastern Ill.,Illinois St.
Missouri St.,Murray St.
Montana,Savannah St.
South Dakota,North Dakota
Ball St.,Tennessee Tech
Robert Morris,VMI
Rutgers,Morgan St.
Delaware,Cornell
James Madison,Norfolk St.
Portland St.,UC Davis
Buffalo,Colgate
Charlotte,N.C. A&T
Villanova,Lafayette
William & Mary,Bucknell
Stony Brook,Sacred Heart
Elon,Charleston So.
Gardner-Webb,Western Caro.
Liberty,Indiana St.
Chattanooga,UT Martin
Stetson,Dartmouth
Florida A&M,Tennessee St.
Hampton,0
Butler,0
Fla. Atlantic,Bethune-Cookman
Samford,Georgia
Southern U.,UTSA
Ark.-Pine Bluff,0
Alabama A&M,South Ala.
Idaho St.,Nevada
Monmouth,Albany (NY)
Campbell,Presbyterian
Towson,Saint Francis (PA)
Drake,South Dakota St.
Southern Ill.,Southeast Mo. St.
0,Davidson
McNeese,Alcorn
Incarnate Word,SFA
Morehead St.,Austin Peay
Jackson St.,Grambling
Houston Baptist,Abilene Christian
Lamar University,Northwestern St.
Prairie View,Nicholls St.
UNI,Southern Utah
Kennesaw St.,Alabama St.
Southeastern La.,Central Ark.
Weber St.,Sacramento St.
Mercer,Auburn
Delaware St.,West Virginia
San Diego,Princeton
0,Jacksonville
Furman,North Carolina St.
Yale,Lehigh
Bryant,Brown
Duquesne,Dayton
Wagner,Columbia
Marist,Georgetown
The Citadel,ETSU
0,Penn
Harvard,Rhode Island
Eastern Wash.,Fordham
New Hampshire,Holy Cross
Central Conn. St.,Youngstown St.
0,South Carolina St.
Valparaiso,0
Northern Colo.,Colorado
Howard,Richmond
Illinois St.,Eastern Ill.
Murray St.,Missouri St.
Savannah St.,Montana
North Dakota,South Dakota
Tennessee Tech,Ball St.
VMI,Robert Morris
Morgan St.,Rutgers
Cornell,Delaware
Norfolk St.,James Madison
UC Davis,Portland St.
Colgate,Buffalo
N.C. A&T,Charlotte
Lafayette,Villanova
Bucknell,William & Mary
Sacred Heart,Stony Brook
Charleston So.,Elon
Western Caro.,Gardner-Webb
Indiana St.,Liberty
UT Martin,Chattanooga
Dartmouth,Stetson
Tennessee St.,Florida A&M
0,Hampton
0,Butler
Bethune-Cookman,Fla. Atlantic
N.C. Central,South Carolina St.
Central Conn. St.,0
Harvard,Brown
Lehigh,Penn
Howard,Bethune-Cookman
Morehead St.,Dayton
Yale,Cornell
Columbia,Georgetown
Bryant,Fordham
Colgate,Furman
VMI,Chattanooga
Wofford,Gardner-Webb
James Madison,Maine
Hampton,Monmouth
Drake,Valparaiso
Delaware St.,Norfolk St.
Northern Colo.,Idaho St.
Missouri St.,Illinois St.
North Dakota St.,Robert Morris
North Dakota,Montana St.
New Hampshire,Rhode Island
ETSU,Mercer
Western Caro.,Samford
Stetson,Campbell
San Diego,Butler
UT Martin,Tennessee St.
Eastern Ky.,Tennessee Tech
Bucknell,Sacred Heart
Richmond,Elon
Stony Brook,Towson
Charleston So.,0
Lafayette,Princeton
Savannah St.,Florida A&M
Marist,Jacksonville
Coastal Carolina,Western Ill.
Western Mich.,Wagner
Weber St.,UC Davis
Albany (NY),Villanova
Presbyterian,0
Jacksonville St.,Liberty
Murray St.,Austin Peay
Eastern Ill.,Southeast Mo. St.
Dartmouth,Holy Cross
Alcorn,Southern U.
Sam Houston St.,Nicholls St.
Abilene Christian,SFA
McNeese,Houston Baptist
Alabama A&M,Texas Southern
Jackson St.,Ark.-Pine Bluff
Mississippi Val.,Grambling
Morgan St.,N.C. A&T
Alabama St.,Prairie View
Southeastern La.,Lamar University
Memphis,Southern Ill.
Montana,Eastern Wash.
Sacramento St.,Southern Utah
Cal Poly,Northern Ariz.
South Carolina St.,N.C. Central
0,Central Conn. St.
Brown,Harvard
Penn,Lehigh
Bethune-Cookman,Howard
Dayton,Morehead St.
Cornell,Yale
Georgetown,Columbia
Fordham,Bryant
Furman,Colgate
Chattanooga,VMI
Gardner-Webb,Wofford
Maine,James Madison
Monmouth,Hampton
Valparaiso,Drake
Norfolk St.,Delaware St.
Idaho St.,Northern Colo.
Illinois St.,Missouri St.
Robert Morris,North Dakota St.
Montana St.,North Dakota
Rhode Island,New Hampshire
Mercer,ETSU
Samford,Western Caro.
Campbell,Stetson
Butler,San Diego
Tennessee St.,UT Martin
Tennessee Tech,Eastern Ky.
Sacred Heart,Bucknell
Elon,Richmond
Towson,Stony Brook
0,Charleston So.
Princeton,Lafayette
Florida A&M,Savannah St.
Jacksonville,Marist
Western Ill.,Coastal Carolina
Wagner,Western Mich.
UC Davis,Weber St.
Villanova,Albany (NY)
0,Presbyterian
Liberty,Jacksonville St.
Austin Peay,Murray St.
Southeast Mo. St.,Eastern Ill.
Holy Cross,Dartmouth
Southern U.,Alcorn
Nicholls St.,Sam Houston St.
SFA,Abilene Christian
Houston Baptist,McNeese
Texas Southern,Alabama A&M
Ark.-Pine Bluff,Jackson St.
Grambling,Mississippi Val.
N.C. A&T,Morgan St.
Prairie View,Alabama St.
Lamar University,Southeastern La.
Southern Ill.,Memphis
Eastern Wash.,Montana
Southern Utah,Sacramento St.
Northern Ariz.,Cal Poly
Florida A&M,N.C. Central
Penn,Dartmouth
Texas Southern,Alcorn
Louisville,Murray St.
Dayton,San Diego
Princeton,Columbia
Butler,Drake
Davidson,Marist
Furman,ETSU
Jacksonville,0
Holy Cross,Lafayette
Cornell,Colgate
Georgetown,Harvard
North Dakota St.,Missouri St.
Elon,Albany (NY)
Campbell,Morehead St.
Valparaiso,Stetson
Samford,The Citadel
Alabama A&M,Ark.-Pine Bluff
Kennesaw St.,0
Montana St.,Weber St.
Delaware,James Madison
Western Ill.,South Dakota
Mercer,VMI
Bethune-Cookman,Savannah St.
0,Grambling
Idaho St.,Cal Poly
Eastern Wash.,Sacramento St.
Portland St.,Montana
Sacred Heart,Central Conn. St.
Prairie View,Jackson St.
South Carolina St.,N.C. A&T
Chattanooga,Western Caro.
Wagner,Lehigh
Fordham,Yale
Charleston So.,Mississippi Val.
Liberty,Saint Francis (PA)
Bucknell,Monmouth
New Hampshire,Bryant
William & Mary,Stony Brook
Towson,Villanova
Northern Ariz.,Northern Colo.
Brown,Rhode Island
Presbyterian,Wofford
Youngstown St.,South Dakota St.
Tennessee St.,Eastern Ill.
Southern Ill.,UNI
Austin Peay,UT Martin
Southeast Mo. St.,Eastern Ky.
Tennessee Tech,Jacksonville St.
Duquesne,0
Central Ark.,Sam Houston St.
SFA,McNeese
Incarnate Word,Abilene Christian
Southern U.,Fordham
Northwestern St.,Southeastern La.
Illinois St.,Indiana St.
Lamar University,Nicholls St.
UC Davis,North Dakota
N.C. Central,Florida A&M
Dartmouth,Penn
Alcorn,Texas Southern
Murray St.,Louisville
San Diego,Dayton
Columbia,Princeton
Drake,Butler
Marist,Davidson
ETSU,Furman
0,Jacksonville
Lafayette,Holy Cross
Colgate,Cornell
Harvard,Georgetown
Missouri St.,North Dakota St.
Albany (NY),Elon
Morehead St.,Campbell
Stetson,Valparaiso
The Citadel,Samford
Ark.-Pine Bluff,Alabama A&M
0,Kennesaw St.
Weber St.,Montana St.
James Madison,Delaware
South Dakota,Western Ill.
VMI,Mercer
Savannah St.,Bethune-Cookman
Grambling,0
Cal Poly,Idaho St.
Sacramento St.,Eastern Wash.
Montana,Portland St.
Central Conn. St.,Sacred Heart
Jackson St.,Prairie View
N.C. A&T,South Carolina St.
Western Caro.,Chattanooga
Lehigh,Wagner
Yale,Fordham
Mississippi Val.,Charleston So.
Saint Francis (PA),Liberty
Monmouth,Bucknell
Bryant,New Hampshire
Stony Brook,William & Mary
Villanova,Towson
Northern Colo.,Northern Ariz.
Rhode Island,Brown
Wofford,Presbyterian
South Dakota St.,Youngstown St.
Eastern Ill.,Tennessee St.
UNI,Southern Ill.
UT Martin,Austin Peay
Eastern Ky.,Southeast Mo. St.
Jacksonville St.,Tennessee Tech
0,Duquesne
Sam Houston St.,Central Ark.
McNeese,SFA
Abilene Christian,Incarnate Word
Fordham,Southern U.
Southeastern La.,Northwestern St.
Indiana St.,Illinois St.
Nicholls St.,Lamar University
North Dakota,UC Davis
Alabama St.,Alcorn
South Carolina St.,Morgan St.
Southeastern La.,Incarnate Word
Nicholls St.,Northwestern St.
Marist,Columbia
Stetson,Brown
Howard,N.C. Central
N.C. A&T,Delaware St.
Morehead St.,Butler
Jacksonville,Davidson
Indiana St.,North Dakota St.
Presbyterian,Saint Francis (PA)
Villanova,Maine
Montana St.,Portland St.
Colgate,Lehigh
Princeton,Georgetown
Central Conn. St.,Penn
Duquesne,Wagner
Holy Cross,Monmouth
Gardner-Webb,0
Cornell,Harvard
Dartmouth,Yale
VMI,Samford
Wofford,Western Caro.
SFA,Sam Houston St.
The Citadel,Mercer
Elon,William & Mary
Drake,Dayton
Campbell,Valparaiso
Savannah St.,Hampton
Norfolk St.,Florida A&M
Southern U.,Alabama A&M
UT Martin,Murray St.
South Dakota,Youngstown St.
Richmond,Albany (NY)
North Dakota,Northern Colo.
ETSU,Robert Morris
Lafayette,Fordham
Indiana,Charleston So.
Chattanooga,Furman
Idaho St.,Montana
UNI,Western Ill.
Austin Peay,Jacksonville St.
Prairie View,Grambling
Eastern Ky.,Tennessee St.
Stony Brook,Delaware
Kennesaw St.,Texas Southern
Northern Ariz.,Illinois St.
South Dakota St.,Southern Ill.
Eastern Ill.,Tennessee Tech
Ark.-Pine Bluff,Mississippi Val.
Houston Baptist,Central Ark.
Abilene Christian,McNeese
Southern Utah,Cal Poly
UC Davis,Eastern Wash.
Alcorn,Alabama St.
Morgan St.,South Carolina St.
Incarnate Word,Southeastern La.
Northwestern St.,Nicholls St.
Columbia,Marist
Brown,Stetson
N.C. Central,Howard
Delaware St.,N.C. A&T
Butler,Morehead St.
Davidson,Jacksonville
North Dakota St.,Indiana St.
Saint Francis (PA),Presbyterian
Maine,Villanova
Portland St.,Montana St.
Lehigh,Colgate
Georgetown,Princeton
Penn,Central Conn. St.
Wagner,Duquesne
Monmouth,Holy Cross
0,Gardner-Webb
Harvard,Cornell
Yale,Dartmouth
Samford,VMI
Western Caro.,Wofford
Sam Houston St.,SFA
Mercer,The Citadel
William & Mary,Elon
Dayton,Drake
Valparaiso,Campbell
Hampton,Savannah St.
Florida A&M,Norfolk St.
Alabama A&M,Southern U.
Murray St.,UT Martin
Youngstown St.,South Dakota
Albany (NY),Richmond
Northern Colo.,North Dakota
Robert Morris,ETSU
Fordham,Lafayette
Charleston So.,Indiana
Furman,Chattanooga
Montana,Idaho St.
Western Ill.,UNI
Jacksonville St.,Austin Peay
Grambling,Prairie View
Tennessee St.,Eastern Ky.
Delaware,Stony Brook
Texas Southern,Kennesaw St.
Illinois St.,Northern Ariz.
Southern Ill.,South Dakota St.
Tennessee Tech,Eastern Ill.
Mississippi Val.,Ark.-Pine Bluff
Central Ark.,Houston Baptist
McNeese,Abilene Christian
Cal Poly,Southern Utah
Eastern Wash.,UC Davis
Presbyterian,Charleston So.
Harvard,Lafayette
Colgate,Fordham
Butler,Jacksonville
Brown,Princeton
Lehigh,Georgetown
Furman,VMI
Bryant,Saint Francis (PA)
Sacred Heart,Dartmouth
Yale,Holy Cross
Morgan St.,Savannah St.
Dayton,Campbell
Stetson,Davidson
Cornell,Bucknell
Columbia,Penn
N.C. Central,Gardner-Webb
Southeast Mo. St.,Tennessee Tech
Delaware St.,Howard
Norfolk St.,Hampton
Valparaiso,Marist
Florida A&M,N.C. A&T
Alabama A&M,Mississippi Val.
Texas Southern,Alabama St.
South Dakota St.,UNI
Alcorn,Prairie View
Southern Ill.,Illinois St.
South Dakota,Indiana St.
Montana,North Dakota
Delaware,William & Mary
James Madison,Villanova
Maine,Rhode Island
Mercer,Chattanooga
Western Caro.,ETSU
Ark.-Pine Bluff,0
Nicholls St.,Abilene Christian
Bethune-Cookman,South Carolina St.
Murray St.,Eastern Ill.
Jacksonville St.,Eastern Ky.
Western Ill.,Missouri St.
Towson,Richmond
Eastern Wash.,Montana St.
Sam Houston St.,Northwestern St.
Portland St.,Northern Ariz.
San Diego,Morehead St.
Stony Brook,New Hampshire
Liberty,Kennesaw St.
The Citadel,Wofford
Wagner,Central Conn. St.
Robert Morris,Duquesne
Tennessee St.,Austin Peay
Central Ark.,SFA
Youngstown St.,North Dakota St.
Houston Baptist,Southeastern La.
Incarnate Word,Lamar University
Jackson St.,0
Weber St.,Southern Utah
Sacramento St.,Idaho St.
Charleston So.,Presbyterian
Lafayette,Harvard
Fordham,Colgate
Jacksonville,Butler
Princeton,Brown
Georgetown,Lehigh
VMI,Furman
Saint Francis (PA),Bryant
Dartmouth,Sacred Heart
Holy Cross,Yale
Savannah St.,Morgan St.
Campbell,Dayton
Davidson,Stetson
Bucknell,Cornell
Penn,Columbia
Gardner-Webb,N.C. Central
Tennessee Tech,Southeast Mo. St.
Howard,Delaware St.
Hampton,Norfolk St.
Marist,Valparaiso
N.C. A&T,Florida A&M
Mississippi Val.,Alabama A&M
Alabama St.,Texas Southern
UNI,South Dakota St.
Prairie View,Alcorn
Illinois St.,Southern Ill.
Indiana St.,South Dakota
North Dakota,Montana
William & Mary,Delaware
Villanova,James Madison
Rhode Island,Maine
Chattanooga,Mercer
ETSU,Western Caro.
0,Ark.-Pine Bluff
Abilene Christian,Nicholls St.
South Carolina St.,Bethune-Cookman
Eastern Ill.,Murray St.
Eastern Ky.,Jacksonville St.
Missouri St.,Western Ill.
Richmond,Towson
Montana St.,Eastern Wash.
Northwestern St.,Sam Houston St.
Northern Ariz.,Portland St.
Morehead St.,San Diego
New Hampshire,Stony Brook
Kennesaw St.,Liberty
Wofford,The Citadel
Central Conn. St.,Wagner
Duquesne,Robert Morris
Austin Peay,Tennessee St.
SFA,Central Ark.
North Dakota St.,Youngstown St.
Southeastern La.,Houston Baptist
Lamar University,Incarnate Word
0,Jackson St.
Southern Utah,Weber St.
Idaho St.,Sacramento St.
Harvard,Princeton
Rhode Island,Elon
Central Conn. St.,Bryant
Duquesne,Saint Francis (PA)
Robert Morris,Sacred Heart
Jacksonville,San Diego
Holy Cross,Colgate
Dartmouth,Columbia
Monmouth,Liberty
Penn,Yale
N.C. A&T,Bethune-Cookman
Howard,Morgan St.
Butler,Campbell
Davidson,Dayton
Marist,Drake
Morehead St.,Stetson
North Dakota,Sacramento St.
Furman,Mercer
Wofford,Samford
VMI,Western Caro.
Georgetown,Fordham
Chattanooga,The Citadel
New Hampshire,Towson
UNI,Youngstown St.
N.C. Central,Norfolk St.
Delaware St.,South Carolina St.
Hampton,Florida A&M
Northern Colo.,Montana St.
Illinois St.,South Dakota
Indiana St.,Southern Ill.
Missouri St.,South Dakota St.
Eastern Ill.,Jacksonville St.
Eastern Ky.,UT Martin
Grambling,Alcorn
Cornell,Brown
Mississippi Val.,0
Abilene Christian,Southeastern La.
Lafayette,Bucknell
North Dakota St.,Western Ill.
Delaware,Richmond
William & Mary,James Madison
Albany (NY),Maine
Sam Houston St.,Lamar University
SFA,Houston Baptist
Idaho St.,Portland St.
Austin Peay,Southeast Mo. St.
Charleston So.,Savannah St.
Kennesaw St.,Gardner-Webb
Northern Ariz.,UC Davis
Northwestern St.,Central Ark.
McNeese,Incarnate Word
Jackson St.,Southern U.
Southern Utah,Eastern Wash.
Cal Poly,Weber St.
Princeton,Harvard
Elon,Rhode Island
Bryant,Central Conn. St.
Saint Francis (PA),Duquesne
Sacred Heart,Robert Morris
San Diego,Jacksonville
Colgate,Holy Cross
Columbia,Dartmouth
Liberty,Monmouth
Yale,Penn
Bethune-Cookman,N.C. A&T
Morgan St.,Howard
Campbell,Butler
Dayton,Davidson
Drake,Marist
Stetson,Morehead St.
Sacramento St.,North Dakota
Mercer,Furman
Samford,Wofford
Western Caro.,VMI
Fordham,Georgetown
The Citadel,Chattanooga
Towson,New Hampshire
Youngstown St.,UNI
Norfolk St.,N.C. Central
South Carolina St.,Delaware St.
Florida A&M,Hampton
Montana St.,Northern Colo.
South Dakota,Illinois St.
Southern Ill.,Indiana St.
South Dakota St.,Missouri St.
Jacksonville St.,Eastern Ill.
UT Martin,Eastern Ky.
Alcorn,Grambling
Brown,Cornell
0,Mississippi Val.
Southeastern La.,Abilene Christian
Bucknell,Lafayette
Western Ill.,North Dakota St.
Richmond,Delaware
James Madison,William & Mary
Maine,Albany (NY)
Lamar University,Sam Houston St.
Houston Baptist,SFA
Portland St.,Idaho St.
Southeast Mo. St.,Austin Peay
Savannah St.,Charleston So.
Gardner-Webb,Kennesaw St.
UC Davis,Northern Ariz.
Central Ark.,Northwestern St.
Incarnate Word,McNeese
Southern U.,Jackson St.
Eastern Wash.,Southern Utah
Weber St.,Cal Poly
UCF,Austin Peay
Gardner-Webb,Liberty
Maine,William & Mary
Harvard,Dartmouth
Wagner,Bryant
Sacred Heart,Duquesne
Saint Francis (PA),Robert Morris
Brown,Penn
Stetson,San Diego
Morgan St.,Florida A&M
Dayton,Butler
Yale,Columbia
Colgate,Bucknell
Fordham,Lehigh
ETSU,Wofford
Albany (NY),Rhode Island
Holy Cross,Georgetown
South Carolina St.,Howard
Campbell,Jacksonville
Drake,Davidson
Valparaiso,Morehead St.
Norfolk St.,Savannah St.
N.C. Central,Delaware St.
The Citadel,VMI
Western Ill.,South Dakota St.
Youngstown St.,Illinois St.
Presbyterian,Kennesaw St.
Northern Colo.,Southern Utah
Tennessee Tech,Tennessee St.
Samford,Chattanooga
UT Martin,Eastern Ill.
Missouri St.,Indiana St.
Richmond,Stony Brook
Incarnate Word,Nicholls St.
Mississippi Val.,Jackson St.
Grambling,Texas Southern
Prairie View,0
Alabama St.,Alabama A&M
Villanova,Elon
James Madison,New Hampshire
North Dakota St.,UNI
Montana St.,Idaho St.
Western Caro.,Furman
Murray St.,Eastern Ky.
Jacksonville St.,Southeast Mo. St.
Weber St.,Montana
Towson,Delaware
South Dakota,Southern Ill.
Bethune-Cookman,Hampton
Ark.-Pine Bluff,Southern U.
Charleston So.,Monmouth
Portland St.,North Dakota
Northern Ariz.,Sacramento St.
UC Davis,Cal Poly
Lamar University,SFA
Princeton,Cornell
Central Ark.,McNeese
Houston Baptist,Northwestern St.
Southeastern La.,Sam Houston St.
Austin Peay,UCF
Liberty,Gardner-Webb
William & Mary,Maine
Dartmouth,Harvard
Bryant,Wagner
Duquesne,Sacred Heart
Robert Morris,Saint Francis (PA)
Penn,Brown
San Diego,Stetson
Florida A&M,Morgan St.
Butler,Dayton
Columbia,Yale
Bucknell,Colgate
Lehigh,Fordham
Wofford,ETSU
Rhode Island,Albany (NY)
Georgetown,Holy Cross
Howard,South Carolina St.
Jacksonville,Campbell
Davidson,Drake
Morehead St.,Valparaiso
Savannah St.,Norfolk St.
Delaware St.,N.C. Central
VMI,The Citadel
South Dakota St.,Western Ill.
Illinois St.,Youngstown St.
Kennesaw St.,Presbyterian
Southern Utah,Northern Colo.
Tennessee St.,Tennessee Tech
Chattanooga,Samford
Eastern Ill.,UT Martin
Indiana St.,Missouri St.
Stony Brook,Richmond
Nicholls St.,Incarnate Word
Jackson St.,Mississippi Val.
Texas Southern,Grambling
