year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2017,9,17,UGA,SAM,H,42,14,NA,2
2017,9,17,UTSA,SOU,H,51,17,NA,2
2017,9,17,ARST,UAPB,H,48,3,NA,2
2017,9,17,USA,AAMU,H,45,0,NA,2
2017,9,17,NEV,IDST,H,28,30,NA,2
2017,9,17,ALBY,MONM,H,28,14,NA,2
2017,9,17,PRES,CAMP,H,28,16,NA,2
2017,9,17,SFU,TOWS,H,14,16,NA,2
2017,9,17,SDSU,DRKE,H,51,10,NA,2
2017,9,17,SEMO,SIU,H,17,35,NA,2
2017,9,17,DAV,GUI,H,42,21,NA,2
2017,9,17,ALCN,MCNS,H,27,34,NA,2
2017,9,17,SFA,IW,H,37,31,NA,2
2017,9,17,PEAY,MORE,H,69,13,NA,2
2017,9,17,GRAM,JKST,H,36,21,NA,2
2017,9,17,ACU,HBU,H,24,3,NA,2
2017,9,17,NWST,LAM,H,35,28,NA,2
2017,9,17,NICH,PVAM,H,44,13,NA,2
2017,9,17,SUU,UNI,H,24,21,NA,2
2017,9,17,ALST,KENN,H,14,20,NA,2
2017,9,17,UCA,SELA,H,38,6,NA,2
2017,9,17,SAC,WEB,H,24,31,NA,2
2017,9,16,AUB,MER,H,24,10,NA,2
2017,9,16,WVU,DSU,H,59,16,NA,2
2017,9,16,PRIN,USD,H,27,17,NA,2
2017,9,16,JAC,WALSH,H,56,31,NA,2
2017,9,16,NCST,FUR,H,49,16,NA,2
2017,9,16,LEH,YALE,H,28,56,NA,2
2017,9,16,BRWN,BRY,H,28,23,NA,2
2017,9,16,DAY,DUQ,H,23,28,NA,2
2017,9,16,CLMB,WAG,H,17,14,NA,2
2017,9,16,GTWN,MRST,H,12,14,NA,2
2017,9,16,ETSU,CIT,H,25,31,NA,2
2017,9,16,PENN,ODM,H,42,24,NA,2
2017,9,16,URI,HARV,H,17,10,NA,2
2017,9,16,FOR,EWU,H,21,56,NA,2
2017,9,16,HC,UNH,H,51,26,NA,2
2017,9,16,YSU,CCSU,H,59,9,NA,2
2017,9,16,SCST,JOH,H,41,0,NA,2
2017,9,16,TRN,VALP,H,10,44,NA,2
2017,9,16,COLO,UNCO,H,41,21,NA,2
2017,9,16,RICH,HOW,H,68,21,NA,2
2017,9,16,EIU,ILST,H,13,44,NA,2
2017,9,16,MOST,MURR,H,28,21,NA,2
2017,9,16,MONT,SAV,H,56,3,NA,2
2017,9,16,SDAK,UND,H,45,7,NA,2
2017,9,16,BALL,TNTC,H,28,13,NA,2
2017,9,16,RMU,VMI,H,23,0,NA,2
2017,9,16,RUTG,MORG,H,65,0,NA,2
2017,9,16,DEL,COR,H,41,14,NA,2
2017,9,16,JMU,NSU,H,75,14,NA,2
2017,9,16,PRST,UCD,H,14,37,NA,2
2017,9,16,BUFF,COLG,H,33,10,NA,2
2017,9,16,CHAR,NCAT,H,31,35,NA,2
2017,9,16,NOVA,LAF,H,59,0,NA,2
2017,9,16,W&M,BUCK,H,30,9,NA,2
2017,9,16,STON,SHU,H,45,7,NA,2
2017,9,16,ELON,CHSO,H,19,17,NA,2
2017,9,16,WEBB,WCU,H,27,42,NA,2
