year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2017,10,27,ORST,STAN,H,14,15,NA,2
2017,10,27,NIU,EMU,H,30,27,1,2
2017,10,27,BALL,TOL,H,17,58,NA,2
2017,10,27,GAST,USA,H,21,13,NA,2
2017,10,28,MEM,TULN,H,56,26,NA,2
2017,10,28,BC,FSU,H,35,3,NA,2
2017,10,28,SMU,TLSA,H,38,34,NA,2
2017,10,28,OSU,PSU,H,39,38,NA,2
2017,10,28,FLA,UGA,H,7,42,NA,2
2017,10,28,ISU,TCU,H,14,7,NA,2
2017,10,28,ILL,WIS,H,10,24,NA,2
2017,10,28,UNC,MIAMI,H,19,24,NA,2
2017,10,28,ND,NCST,H,35,14,NA,2
2017,10,28,WVU,OKST,H,39,50,NA,2
2017,10,28,WASH,UCLA,H,44,23,NA,2
2017,10,28,NW,MSU,H,39,31,3,2
2017,10,28,USF,HOU,H,24,28,NA,2
2017,10,28,UCF,PEAY,H,73,33,NA,2
2017,10,28,AKR,BUFF,H,21,20,NA,2
2017,10,28,MICH,RUTG,H,35,14,NA,2
2017,10,28,MISS,ARK,H,37,38,NA,2
2017,10,28,BAY,TEX,H,7,38,NA,2
2017,10,28,WAKE,LOU,H,42,32,NA,2
2017,10,28,PITT,UVA,H,31,14,NA,2
2017,10,28,COLO,CAL,H,44,28,NA,2
2017,10,28,MRSH,FIU,H,30,41,NA,2
2017,10,28,KU,KSU,H,20,30,NA,2
2017,10,28,CSU,AFA,H,28,45,NA,2
2017,10,28,BYU,SJSU,H,41,20,NA,2
2017,10,28,TROY,GASO,H,38,16,NA,2
2017,10,28,UMASS,APP,H,30,27,2,2
2017,10,28,RICE,LT,H,28,42,NA,2
2017,10,28,MD,IND,H,42,39,NA,2
2017,10,28,SC,VAN,H,34,27,NA,2
2017,10,28,WKU,FAU,H,28,42,NA,2
2017,10,28,IDHO,ULM,H,31,23,NA,2
2017,10,28,ORE,UTAH,H,41,20,NA,2
2017,10,28,CCU,TXST,H,7,27,NA,2
2017,10,28,CONN,MIZ,H,12,52,NA,2
2017,10,28,UNT,ODU,H,45,38,NA,2
2017,10,28,IOWA,MINN,H,17,10,NA,2
2017,10,29,CLEM,GT,H,24,10,NA,2
2017,10,29,OKLA,TTU,H,49,27,NA,2
2017,10,29,VT,DUKE,H,24,3,NA,2
2017,10,29,ARIZ,WSU,H,58,37,NA,2
2017,10,29,ASU,USC,H,17,48,NA,2
2017,10,29,USM,UAB,H,12,30,NA,2
2017,10,29,TA&M,MSST,H,14,35,NA,2
2017,10,29,WYO,UNM,H,42,3,NA,2
2017,10,29,UK,TENN,H,29,26,NA,2
2017,10,29,PUR,NEB,H,24,25,NA,2
2017,10,29,UTEP,UTSA,H,14,31,NA,2
2017,10,29,NMSU,ARST,H,21,37,NA,2
2017,10,29,FRES,UNLV,H,16,26,NA,2
2017,10,29,USU,BSU,H,14,41,NA,2
2017,10,29,HAW,SDSU,H,7,28,NA,2
2017,10,27,STAN,ORST,V,15,14,2,NA
2017,10,27,EMU,NIU,V,27,30,2,1
2017,10,27,TOL,BALL,V,58,17,2,NA
2017,10,27,USA,GAST,V,13,21,2,NA
2017,10,28,TULN,MEM,V,26,56,2,NA
