year,month,day,team,opponent,location,teamscore,oppscore,OT,D1
2018,9,22,BRWN,HARV,H,17,31,NA,2
2018,9,22,BYU,MCNS,H,30,3,NA,2
2018,9,22,COLG,LAF,H,45,0,NA,2
2018,9,22,FOR,CCSU,H,13,24,NA,2
2018,9,22,DAY,DAV,H,42,21,NA,2
2018,9,22,BRY,RMU,H,49,46,NA,2
2018,9,22,STET,MRST,H,19,14,NA,2
2018,9,22,HC,DART,H,14,34,NA,2
2018,9,22,NDSU,DEL,H,38,10,NA,2
2018,9,22,GTWN,CLMB,H,15,23,NA,2
2018,9,22,VALP,TRU,H,20,34,NA,2
2018,9,22,BCU,HOW,H,35,41,NA,2
2018,9,22,MONT,SAC,H,41,34,NA,2
2018,9,22,COR,YALE,H,24,30,NA,2
2018,9,22,UTM,PEAY,H,37,7,NA,2
2018,9,22,EIU,TNST,H,40,41,NA,2
2018,9,22,CSU,ILST,H,19,35,NA,2
2018,9,22,CMU,MAINE,H,17,5,NA,2
2018,9,22,PENN,LEH,H,30,10,NA,2
2018,9,22,APP,WEBB,H,72,7,NA,2
2018,9,22,DUKE,NCCU,H,55,13,NA,2
2018,9,22,WCU,VMI,H,52,50,NA,2
2018,9,22,JMU,W&M,H,51,0,NA,2
2018,9,22,MER,CIT,H,31,38,NA,2
2018,9,22,EKY,SEMO,H,23,14,NA,2
2018,9,22,EWU,CP,H,70,17,NA,2
2018,9,22,PRIN,MONM,H,51,9,NA,2
2018,9,22,UNI,HAMP,H,44,0,NA,2
2018,9,22,UND,IDST,H,21,25,NA,2
2018,9,22,AAMU,SOU,H,27,29,NA,2
2018,9,22,PRST,MTST,H,23,43,NA,2
2018,9,22,NICH,SHSU,H,27,7,NA,2
2018,9,22,NOVA,BUCK,H,49,7,NA,2
2018,9,22,CHSO,ELON,H,22,31,NA,2
2018,9,22,STON,RICH,H,36,10,NA,2
2018,9,22,CAMP,SHA,H,42,0,NA,2
2018,9,22,KENN,CLK,H,70,13,NA,2
2018,9,22,FAMU,SAV,H,31,13,NA,2
2018,9,22,NCAT,MORG,H,13,16,NA,2
2018,9,22,SCST,NSU,H,7,17,NA,2
2018,9,22,WAG,SHU,H,14,41,NA,2
2018,9,23,NOR,AZU,H,37,35,NA,2
2018,9,23,NAU,SUU,H,31,23,NA,2
2018,9,23,GRAM,ALST,H,34,0,NA,2
2018,9,23,MVSU,ALCN,H,20,56,NA,2
2018,9,23,UAPB,PVAM,H,13,62,NA,2
2018,9,23,ALBY,SFU,H,35,28,NA,2
2018,9,23,PRES,BLU,H,41,10,NA,2
2018,9,23,SFA,ACU,H,24,21,NA,2
2018,9,23,LAM,SELA,H,24,30,NA,2
2018,9,23,UCD,IDAHO,H,44,21,NA,2
2018,9,23,JVST,TNTC,H,48,20,NA,2
2018,9,23,CHAT,SAM,H,27,20,NA,2
